IdPoi,nombre,localizacion,fbd,IdPueblo,IdUsuario,etiquetas
467,Iglesia,0xE6100000010CA96C5853599418C061E0B9F770DB4440,2015-03-19 17:40:06.363,65,NULL,"Monumento, Iglesia"
468,Iglesia,0xE6100000010CF8889812499418C0E5266A696EDB4440,2015-03-19 17:40:49.530,65,NULL,"Monumento, Iglesia"
469,El Castro,0xE6100000010CBC5D2F4D114019C0048F6FEF1ADE4440,2015-05-18 19:47:51.143,57,NULL,Castro
470,"refugio forestal ""Portilla Blanca""",0xE6100000010C86AFAF75A98119C00893E2E313DC4440,2015-06-29 17:11:13.900,3,NULL,refugio forestal
471,IGLESIA,0xE6100000010C95F1EF332E7C18C0C7BAB88D06E04440,2015-10-03 15:16:18.110,36,NULL,"iglesias,monumentos"
472,Las Fuentes,0xE6100000010C6E3480B740B218C082CAF8F719E94440,2017-01-08 19:09:31.230,40,NULL,"rio, fuente, molinos"
473,Los Chaparrales,0xE6100000010C59E02BBAF5DA18C04276DEC666D74440,2018-01-04 11:38:51.857,42,NULL,Monte cerca de Ceadea.
474,Peña Corva,0xE6100000010C34D6FECEF6C818C0AAF1D24D62D64440,2018-01-04 11:41:05.497,42,NULL,Peña.
475,Subidero de la Reina.,0xE6100000010CAAB8718BF9C918C020D099B4A9D64440,2018-01-04 11:43:05.140,42,NULL,Monte
476,El brazo,0xE6100000010C124E0B5EF4C518C016F9F5436CD64440,2018-01-04 11:44:56.417,42,NULL,Monte
477,Calle homda 7 Puercas de Aliste Zamora España,0xE6100000010C95F1EF332E7C18C0C7BAB88D06E04440,2019-04-20 13:59:07.560,36,NULL,Casa
